type	pre-condition	post-condition	confidence	SDC
Embedding	"80 % column values have their Glove embedding distance to ""event"" < 5.5"	"values whose Glove embedding distance to ""event"" > 10.0"	0.9739678643011971	(('embed', 1, 'event', 0.8, 5.5), ('embed', 10.0), 1.6684518117849905, 0.02603213569880286, (2, 274, 150147, 87256))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""afr"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""afr"" > 1.3"	0.9739565013432334	(('sbert', 1, 'afr', 0.8, 1.2000000000000002), ('sbert', 1.3), 1.9786482680542345, 0.026043498656766535, (19, 1114, 191494, 45052))
Embedding	"80 % column values have their Glove embedding distance to ""mixed"" < 5.5"	"values whose Glove embedding distance to ""mixed"" > 10.5"	0.9739346868018953	(('embed', 1, 'mixed', 0.8, 5.5), ('embed', 10.5), 1.5798148564138397, 0.026065313198104633, (21, 1204, 149948, 86506))
Embedding	"80 % column values have their Glove embedding distance to ""mixed"" < 5.5"	"values whose Glove embedding distance to ""mixed"" > 11.0"	0.9739346868018953	(('embed', 1, 'mixed', 0.8, 5.5), ('embed', 11.0), 1.5797972959703661, 0.026065313198104633, (21, 1204, 149946, 86508))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""pennsylvania"" < 1.1"	"values whose Sentence-BERT embedding distance to ""pennsylvania"" > 1.375"	0.9738897334907748	(('sbert', 1, 'pennsylvania', 0.8, 1.1), ('sbert', 1.375), 1.3965172810643698, 0.026110266509225207, (1, 212, 114325, 123141))
Embedding	"80 % column values have their Glove embedding distance to ""iv"" < 6.0"	"values whose Glove embedding distance to ""iv"" > 8.5"	0.973677392209501	(('embed', 1, 'iv', 0.8, 6.0), ('embed', 8.5), 1.6392283352373695, 0.02632260779049897, (5, 435, 151633, 85606))
Embedding	"80 % column values have their Glove embedding distance to ""iv"" < 6.0"	"values whose Glove embedding distance to ""iv"" > 9.5"	0.973677392209501	(('embed', 1, 'iv', 0.8, 6.0), ('embed', 9.5), 1.6251517787649121, 0.02632260779049897, (5, 435, 150026, 87213))
Embedding	"80 % column values have their Glove embedding distance to ""english"" < 6.0"	"values whose Glove embedding distance to ""english"" > 12.0"	0.9736711563513877	(('embed', 1, 'english', 0.8, 6.0), ('embed', 12.0), 1.5906565940534905, 0.0263288436486123, (13, 826, 149945, 86895))
Embedding	"80 % column values have their Glove embedding distance to ""east"" < 5.0"	"values whose Glove embedding distance to ""east"" > 10.0"	0.9736468133668922	(('embed', 1, 'east', 0.8, 5.0), ('embed', 10.0), 1.6994895773090328, 0.026353186633107796, (1, 210, 150002, 87466))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""new hampshire"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""new hampshire"" > 1.375"	0.973491257355422	(('sbert', 1, 'new hampshire', 0.8, 1.2000000000000002), ('sbert', 1.375), 1.1702169939075469, 0.02650874264457808, (19, 1094, 101951, 134615))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""maryland"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""maryland"" > 1.375"	0.9734366255105743	(('sbert', 1, 'maryland', 0.8, 1.2000000000000002), ('sbert', 1.375), 1.1720736745105846, 0.026563374489425726, (26, 1401, 103055, 133197))
Embedding	"80 % column values have their Glove embedding distance to ""apr"" < 6.0"	"values whose Glove embedding distance to ""apr"" > 9.5"	0.9733007753796378	(('embed', 1, 'apr', 0.8, 6.0), ('embed', 9.5), 1.6648152681603148, 0.02669922462036224, (2, 267, 149988, 87422))
Embedding	"80 % column values have their Glove embedding distance to ""apr"" < 6.0"	"values whose Glove embedding distance to ""apr"" > 8.0"	0.9733007753796378	(('embed', 1, 'apr', 0.8, 6.0), ('embed', 8.0), 1.6917452271517652, 0.02669922462036224, (2, 267, 153060, 84350))
Embedding	"80 % column values have their Glove embedding distance to ""other"" < 5.0"	"values whose Glove embedding distance to ""other"" > 11.5"	0.9731336887018464	(('embed', 1, 'other', 0.8, 5.0), ('embed', 11.5), 1.6223065313856582, 0.026866311298153617, (5, 426, 149961, 87287))
Embedding	"80 % column values have their Glove embedding distance to ""other"" < 5.0"	"values whose Glove embedding distance to ""other"" > 10.0"	0.9731336887018464	(('embed', 1, 'other', 0.8, 5.0), ('embed', 10.0), 1.6227872903086837, 0.026866311298153617, (5, 426, 150016, 87232))
Embedding	"80 % column values have their Glove embedding distance to ""australia"" < 6.0"	"values whose Glove embedding distance to ""australia"" > 11.0"	0.9727446820415441	(('embed', 1, 'australia', 0.8, 6.0), ('embed', 11.0), 1.5697565181818136, 0.027255317958455875, (25, 1322, 149944, 86388))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""honduras"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""honduras"" > 1.375"	0.9724426347332963	(('sbert', 1, 'honduras', 0.8, 1.2000000000000002), ('sbert', 1.375), 1.3744893056183898, 0.027557365266703764, (22, 1180, 127110, 109367))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4"	"values whose Doduo ""country""-classifier scores <= -1.5"""	0.9724077943746052	(('doduo', 'country', 0.8, 4), ('doduo', -1.5), 1.9228823724835575, 0.027592205625394797, (8, 559, 184537, 52575))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""pennsylvania"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""pennsylvania"" > 1.375"	0.972034464490055	(('sbert', 1, 'pennsylvania', 0.8, 1.2000000000000002), ('sbert', 1.375), 1.2619647578013538, 0.027965535509945013, (24, 1246, 114302, 122107))
Embedding	"80 % column values have their Glove embedding distance to ""severe"" < 6.5"	"values whose Glove embedding distance to ""severe"" > 9.0"	0.9720271545866455	(('embed', 1, 'severe', 0.8, 6.5), ('embed', 9.0), 1.5902466890828395, 0.02797284541335452, (16, 907, 151495, 85261))
Embedding	"80 % column values have their Glove embedding distance to ""bills"" < 6.0"	"values whose Glove embedding distance to ""bills"" > 11.5"	0.9719494795271342	(('embed', 1, 'bills', 0.8, 6.0), ('embed', 11.5), 1.5731339517706742, 0.028050520472865853, (18, 990, 149945, 86726))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+$"""	0.9719266655753805	(('pattern', 1, '+/-164', '^[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 3.141592653589793, 0.028073334424619414, (0, 133, 237546, 0))
Embedding	"80 % column values have their Glove embedding distance to ""australia"" < 6.0"	"values whose Glove embedding distance to ""australia"" > 8.5"	0.9718674473817652	(('embed', 1, 'australia', 0.8, 6.0), ('embed', 8.5), 1.5976828713990465, 0.028132552618234816, (26, 1321, 153724, 82608))
CTA	"80 % column values have their Doduo ""team""-classifier scores >= 4.5"	"values whose Doduo ""team""-classifier scores <= -1"""	0.9717304848909789	(('doduo', 'team', 0.8, 4.5), ('doduo', -1), 1.8228048658518148, 0.028269515109021093, (13, 768, 176352, 60546))
Embedding	"80 % column values have their Glove embedding distance to ""thursday"" < 6.0"	"values whose Glove embedding distance to ""thursday"" > 12.0"	0.9717002726772764	(('embed', 1, 'thursday', 0.8, 6.0), ('embed', 12.0), 1.5633744899880504, 0.02829972732272361, (26, 1313, 149938, 86402))
Embedding	"80 % column values have their Glove embedding distance to ""dutch"" < 5.5"	"values whose Glove embedding distance to ""dutch"" > 10.5"	0.9716700296884005	(('embed', 1, 'dutch', 0.8, 5.5), ('embed', 10.5), 1.6939345644043713, 0.028329970311599444, (1, 195, 149969, 87514))
Embedding	"80 % column values have their Glove embedding distance to ""dutch"" < 5.5"	"values whose Glove embedding distance to ""dutch"" > 7.5"	0.9716700296884005	(('embed', 1, 'dutch', 0.8, 5.5), ('embed', 7.5), 2.001580967070538, 0.028329970311599444, (1, 195, 183194, 54289))
Embedding	"80 % column values have their Glove embedding distance to ""italian"" < 6.5"	"values whose Glove embedding distance to ""italian"" > 9.5"	0.9716478443241174	(('embed', 1, 'italian', 0.8, 6.5), ('embed', 9.5), 1.5800841931949834, 0.028352155675882583, (17, 937, 150739, 85986))
Embedding	"80 % column values have their Glove embedding distance to ""june"" < 6.0"	"values whose Glove embedding distance to ""june"" > 11.5"	0.9715589985995912	(('embed', 1, 'june', 0.8, 6.0), ('embed', 11.5), 1.5727106759474718, 0.028441001400408887, (17, 934, 149949, 86779))
Embedding	"80 % column values have their Glove embedding distance to ""aa"" < 6.0"	"values whose Glove embedding distance to ""aa"" > 10.5"	0.9712332585229172	(('embed', 1, 'aa', 0.8, 6.0), ('embed', 10.5), 1.5766282861999665, 0.02876674147708284, (14, 797, 149952, 86916))
Embedding	"80 % column values have their Glove embedding distance to ""poor"" < 5.5"	"values whose Glove embedding distance to ""poor"" > 10.0"	0.9707488453654594	(('embed', 1, 'poor', 0.8, 5.5), ('embed', 10.0), 1.5625012974359487, 0.029251154634540612, (22, 1110, 149984, 86563))
Embedding	"80 % column values have their Glove embedding distance to ""poor"" < 5.5"	"values whose Glove embedding distance to ""poor"" > 10.5"	0.9707488453654594	(('embed', 1, 'poor', 0.8, 5.5), ('embed', 10.5), 1.5622116912532786, 0.029251154634540612, (22, 1110, 149951, 86596))
Embedding	"80 % column values have their Glove embedding distance to ""unknown"" < 5.5"	"values whose Glove embedding distance to ""unknown"" > 9.5"	0.9704675258790495	(('embed', 1, 'unknown', 0.8, 5.5), ('embed', 9.5), 1.5713979154436055, 0.029532474120950482, (15, 817, 150006, 86841))
Embedding	"80 % column values have their Glove embedding distance to ""unknown"" < 5.5"	"values whose Glove embedding distance to ""unknown"" > 10.5"	0.9704675258790495	(('embed', 1, 'unknown', 0.8, 5.5), ('embed', 10.5), 1.5709686226720851, 0.029532474120950482, (15, 817, 149957, 86890))
Embedding	"80 % column values have their Glove embedding distance to ""jan"" < 6.0"	"values whose Glove embedding distance to ""jan"" > 10.0"	0.9704331306091019	(('embed', 1, 'jan', 0.8, 6.0), ('embed', 10.0), 1.6353227975166247, 0.029566869390898094, (3, 291, 149997, 87388))
Embedding	"80 % column values have their Glove embedding distance to ""jan"" < 6.0"	"values whose Glove embedding distance to ""jan"" > 12.0"	0.9704331306091019	(('embed', 1, 'jan', 0.8, 6.0), ('embed', 12.0), 1.6349472378183632, 0.029566869390898094, (3, 291, 149954, 87431))
Embedding	"80 % column values have their Glove embedding distance to ""jan"" < 6.0"	"values whose Glove embedding distance to ""jan"" > 8.5"	0.9704331306091019	(('embed', 1, 'jan', 0.8, 6.0), ('embed', 8.5), 1.645556535681785, 0.029566869390898094, (3, 291, 151167, 86218))
CTA	"80 % column values have their Doduo ""state""-classifier scores >= 4"	"values whose Doduo ""state""-classifier scores <= -2.5"""	0.9703051702564339	(('doduo', 'state', 0.8, 4), ('doduo', -2.5), 0.9701431360161381, 0.029694829743566024, (6, 430, 76225, 161018))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""australia"" < 1.1"	"values whose Sentence-BERT embedding distance to ""australia"" > 1.375"	0.9702563060092076	(('sbert', 1, 'australia', 0.8, 1.1), ('sbert', 1.375), 0.8122334584732727, 0.029743693990792335, (13, 729, 62395, 174542))
CTA	"80 % column values have their Sherlock ""state""-classifier scores >= 0.5"	"values whose Sherlock ""state""-classifier scores <= 0"	0.9700068143347778	(('cta', 'state', 0.8, 0.5), ('cta', 0), 1.6820242898625812, 0.029993185665222296, (2, 237, 153173, 84267))
Embedding	"80 % column values have their Glove embedding distance to ""short"" < 5.5"	"values whose Glove embedding distance to ""short"" > 11.0"	0.9696317545900345	(('embed', 1, 'short', 0.8, 5.5), ('embed', 11.0), 1.5464841792301383, 0.030368245409965522, (36, 1597, 149929, 86117))
Embedding	"80 % column values have their Glove embedding distance to ""windows"" < 6.5"	"values whose Glove embedding distance to ""windows"" > 11.0"	0.9696160234497899	(('embed', 1, 'windows', 0.8, 6.5), ('embed', 11.0), 1.6002394436973095, 0.030383976550210072, (6, 420, 149966, 87287))
Embedding	"80 % column values have their Glove embedding distance to ""windows"" < 6.5"	"values whose Glove embedding distance to ""windows"" > 9.0"	0.9696160234497899	(('embed', 1, 'windows', 0.8, 6.5), ('embed', 9.0), 1.6170165496868323, 0.030383976550210072, (6, 420, 151881, 85372))
Embedding	"80 % column values have their Glove embedding distance to ""windows"" < 6.5"	"values whose Glove embedding distance to ""windows"" > 8.5"	0.9696160234497899	(('embed', 1, 'windows', 0.8, 6.5), ('embed', 8.5), 1.671548096373553, 0.030383976550210072, (6, 420, 158038, 79215))
Embedding	"80 % column values have their Glove embedding distance to ""es"" < 6.5"	"values whose Glove embedding distance to ""es"" > 10.5"	0.9692560221556851	(('embed', 1, 'es', 0.8, 6.5), ('embed', 10.5), 1.5924694915248039, 0.030743977844314967, (7, 458, 149978, 87236))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 5.0"	"values whose Glove embedding distance to ""canada"" > 7.0"	0.9692511119254102	(('embed', 1, 'canada', 0.8, 5.0), ('embed', 7.0), 1.7729693669463944, 0.030748888074589767, (9, 542, 171039, 66089))
Pattern	"98 % of values match pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	0.9688274424972725	(('pattern', 1, 'g25', '^[a-zA-Z]+[\\+\\-\\d\\.,]+$', 0.98), ('pattern', 0), 2.817021615782014, 0.031172557502727485, (118, 4402, 233159, 0))
Embedding	"80 % column values have their Glove embedding distance to ""am"" < 7.0"	"values whose Glove embedding distance to ""am"" > 12.0"	0.9686676696146899	(('embed', 1, 'am', 0.8, 7.0), ('embed', 12.0), 1.5335961205243858, 0.031332330385310116, (76, 2949, 149881, 84773))
Embedding	"80 % column values have their Glove embedding distance to ""am"" < 7.0"	"values whose Glove embedding distance to ""am"" > 11.5"	0.9686676696146899	(('embed', 1, 'am', 0.8, 7.0), ('embed', 11.5), 1.5336848368399403, 0.031332330385310116, (76, 2949, 149891, 84763))
Embedding	"80 % column values have their Glove embedding distance to ""labor"" < 5.5"	"values whose Glove embedding distance to ""labor"" > 8.0"	0.9686094110711626	(('embed', 1, 'labor', 0.8, 5.5), ('embed', 8.0), 1.8256144023190823, 0.031390588928837435, (10, 571, 177244, 59854))
Embedding	"80 % column values have their Glove embedding distance to ""saturday"" < 5.0"	"values whose Glove embedding distance to ""saturday"" > 7.0"	0.9684222226352914	(('embed', 1, 'saturday', 0.8, 5.0), ('embed', 7.0), 1.962387386912034, 0.03157777736470856, (3, 272, 185811, 51593))
Embedding	"80 % column values have their Glove embedding distance to ""car"" < 6.0"	"values whose Glove embedding distance to ""car"" > 12.0"	0.9683680516134416	(('embed', 1, 'car', 0.8, 6.0), ('embed', 12.0), 1.595175001396986, 0.03163194838655834, (6, 403, 149960, 87310))
CTA	"80 % column values have their Sherlock ""description""-classifier scores >= 0.2"	"values whose Sherlock ""description""-classifier scores <= 0"	0.9683127716781467	(('cta', 'description', 0.8, 0.2), ('cta', 0), 1.6764843429934866, 0.031687228321853333, (2, 224, 153144, 84309))
Embedding	"80 % column values have their Glove embedding distance to ""gibraltar"" < 5.5"	"values whose Glove embedding distance to ""gibraltar"" > 9.5"	0.9682914413338043	(('embed', 1, 'gibraltar', 0.8, 5.5), ('embed', 9.5), 1.595054125467328, 0.03170855866619568, (6, 402, 149981, 87290))
Embedding	"80 % column values have their Glove embedding distance to ""sep"" < 5.5"	"values whose Glove embedding distance to ""sep"" > 11.5"	0.9680350165339057	(('embed', 1, 'sep', 0.8, 5.5), ('embed', 11.5), 1.6476897404353845, 0.03196498346609429, (2, 222, 149956, 87499))
Embedding	"80 % column values have their Glove embedding distance to ""sep"" < 5.5"	"values whose Glove embedding distance to ""sep"" > 7.5"	0.9680350165339057	(('embed', 1, 'sep', 0.8, 5.5), ('embed', 7.5), 1.7361990741517666, 0.03196498346609429, (2, 222, 159959, 77496))
Embedding	"80 % column values have their Glove embedding distance to ""other"" < 5.5"	"values whose Glove embedding distance to ""other"" > 11.0"	0.9679916991696635	(('embed', 1, 'other', 0.8, 5.5), ('embed', 11.0), 1.5396073141323363, 0.03200830083033646, (33, 1407, 149938, 86301))
Embedding	"80 % column values have their Glove embedding distance to ""history"" < 5.5"	"values whose Glove embedding distance to ""history"" > 10.5"	0.9673931520822511	(('embed', 1, 'history', 0.8, 5.5), ('embed', 10.5), 1.5792474593662857, 0.032606847917748975, (8, 471, 149965, 87235))
Embedding	"80 % column values have their Glove embedding distance to ""other"" < 5.5"	"values whose Glove embedding distance to ""other"" > 9.0"	0.9671875873156238	(('embed', 1, 'other', 0.8, 5.5), ('embed', 9.0), 1.5372690881536637, 0.0328124126843762, (34, 1406, 150196, 86043))
Embedding	"80 % column values have their Glove embedding distance to ""medium"" < 6.0"	"values whose Glove embedding distance to ""medium"" > 11.5"	0.9670356497625006	(('embed', 1, 'medium', 0.8, 6.0), ('embed', 11.5), 1.5689452139185422, 0.0329643502374994, (10, 543, 149949, 87177))
Embedding	"80 % column values have their Glove embedding distance to ""medium"" < 6.0"	"values whose Glove embedding distance to ""medium"" > 12.0"	0.9670356497625006	(('embed', 1, 'medium', 0.8, 6.0), ('embed', 12.0), 1.5689189749388188, 0.0329643502374994, (10, 543, 149946, 87180))
Embedding	"80 % column values have their Glove embedding distance to ""japan"" < 6.0"	"values whose Glove embedding distance to ""japan"" > 7.5"	0.9668588554676376	(('embed', 1, 'japan', 0.8, 6.0), ('embed', 7.5), 2.0358035225976, 0.03314114453236234, (7, 424, 196895, 40353))
Embedding	"80 % column values have their Glove embedding distance to ""january"" < 4.0"	"values whose Glove embedding distance to ""january"" > 7.5"	0.9668374746205163	(('embed', 1, 'january', 0.8, 4.0), ('embed', 7.5), 1.977166765737766, 0.03316252537948371, (0, 112, 165736, 71831))
Embedding	"80 % column values have their Glove embedding distance to ""cash"" < 5.5"	"values whose Glove embedding distance to ""cash"" > 12.0"	0.9666618065449608	(('embed', 1, 'cash', 0.8, 5.5), ('embed', 12.0), 1.607438785905132, 0.033338193455039196, (4, 300, 149952, 87423))
Embedding	"80 % column values have their Glove embedding distance to ""cash"" < 5.5"	"values whose Glove embedding distance to ""cash"" > 11.0"	0.9666618065449608	(('embed', 1, 'cash', 0.8, 5.5), ('embed', 11.0), 1.6075173923557695, 0.033338193455039196, (4, 300, 149961, 87414))
CTA	"80 % column values have their Sherlock ""year""-classifier scores >= 0.2"	"values whose Sherlock ""year""-classifier scores <= 0"	0.9665487070887204	(('cta', 'year', 0.8, 0.2), ('cta', 0), 1.8644042892254162, 0.03345129291127953, (0, 111, 153161, 84407))
CTA	"80 % column values have their Sherlock ""year""-classifier scores >= 0.25"	"values whose Sherlock ""year""-classifier scores <= 0"	0.9665487070887204	(('cta', 'year', 0.8, 0.25), ('cta', 0), 1.8644042892254162, 0.03345129291127953, (0, 111, 153161, 84407))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 5.5"	"values whose Glove embedding distance to ""canada"" > 8.5"	0.966519945577594	(('embed', 1, 'canada', 0.8, 5.5), ('embed', 8.5), 1.5337536683113875, 0.03348005442240595, (39, 1545, 150453, 85642))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 5.5"	"values whose Glove embedding distance to ""canada"" > 10.5"	0.966519945577594	(('embed', 1, 'canada', 0.8, 5.5), ('embed', 10.5), 1.5291404594578748, 0.03348005442240595, (39, 1545, 149929, 86166))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 5.5"	"values whose Glove embedding distance to ""white"" > 8.0"	0.9663344807396101	(('embed', 1, 'white', 0.8, 5.5), ('embed', 8.0), 1.6949137687606473, 0.03366551926038988, (4, 297, 159965, 77413))
Embedding	"80 % column values have their Glove embedding distance to ""north"" < 5.0"	"values whose Glove embedding distance to ""north"" > 6.5"	0.96627290966789	(('embed', 1, 'north', 0.8, 5.0), ('embed', 6.5), 2.2927270513251177, 0.03372709033210999, (1, 163, 210157, 27358))
CTA	"80 % column values have their Sherlock ""state""-classifier scores >= 0.25"	"values whose Sherlock ""state""-classifier scores <= 0"	0.9661126692744958	(('cta', 'state', 0.8, 0.25), ('cta', 0), 1.6337144695428727, 0.033887330725504254, (4, 295, 153171, 84209))
Embedding	"80 % column values have their Glove embedding distance to ""agriculture"" < 6.5"	"values whose Glove embedding distance to ""agriculture"" > 12.0"	0.9658639586127534	(('embed', 1, 'agriculture', 0.8, 6.5), ('embed', 12.0), 1.5309349252177014, 0.03413604138724658, (30, 1217, 149931, 86501))
Embedding	"80 % column values have their Glove embedding distance to ""agriculture"" < 6.5"	"values whose Glove embedding distance to ""agriculture"" > 11.0"	0.9658639586127534	(('embed', 1, 'agriculture', 0.8, 6.5), ('embed', 11.0), 1.53118958309807, 0.03413604138724658, (30, 1217, 149960, 86472))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 5.5"	"values whose Glove embedding distance to ""canada"" > 8.0"	0.9657968245807262	(('embed', 1, 'canada', 0.8, 5.5), ('embed', 8.0), 1.543378145632103, 0.034203175419273736, (40, 1544, 152002, 84093))
Embedding	"80 % column values have their Glove embedding distance to ""september"" < 5.5"	"values whose Glove embedding distance to ""september"" > 7.5"	0.965759533258542	(('embed', 1, 'september', 0.8, 5.5), ('embed', 7.5), 1.714703477250262, 0.03424046674145802, (7, 410, 165239, 72023))
Embedding	"80 % column values have their Glove embedding distance to ""closed"" < 6.0"	"values whose Glove embedding distance to ""closed"" > 11.5"	0.9656023440563456	(('embed', 1, 'closed', 0.8, 6.0), ('embed', 11.5), 1.520187036437818, 0.03439765594365436, (52, 1921, 149915, 85791))
Embedding	"80 % column values have their Glove embedding distance to ""jan"" < 6.0"	"values whose Glove embedding distance to ""jan"" > 8.0"	0.9655451393667216	(('embed', 1, 'jan', 0.8, 6.0), ('embed', 8.0), 1.6719174697611487, 0.03445486063327839, (4, 290, 157708, 79677))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""shanghai"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""shanghai"" > 1.35"	0.9654147714383359	(('sbert', 1, 'shanghai', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.2486886115099172, 0.03458522856166416, (25, 1035, 116684, 119935))
CTA	"80 % column values have their Sherlock ""day""-classifier scores >= 0.6000000000000001"	"values whose Sherlock ""day""-classifier scores <= 0.1"	0.9653415324210405	(('cta', 'day', 0.8, 0.6000000000000001), ('cta', 0.1), 3.114066068484437, 0.03465846757895952, (0, 107, 237527, 45))
CTA	"80 % column values have their Sherlock ""day""-classifier scores >= 0.55"	"values whose Sherlock ""day""-classifier scores <= 0.07"	0.9653415324210405	(('cta', 'day', 0.8, 0.55), ('cta', 0.07), 3.110341644995682, 0.03465846757895952, (0, 107, 237514, 58))
Embedding	"80 % column values have their Glove embedding distance to ""ireland"" < 5.5"	"values whose Glove embedding distance to ""ireland"" > 12.0"	0.9652904134955966	(('embed', 1, 'ireland', 0.8, 5.5), ('embed', 12.0), 1.5519792206978424, 0.03470958650440334, (13, 622, 149945, 87099))
Embedding	"80 % column values have their Glove embedding distance to ""ireland"" < 5.5"	"values whose Glove embedding distance to ""ireland"" > 11.5"	0.9652904134955966	(('embed', 1, 'ireland', 0.8, 5.5), ('embed', 11.5), 1.5520404739453435, 0.03470958650440334, (13, 622, 149952, 87092))
Embedding	"80 % column values have their Glove embedding distance to ""ireland"" < 5.5"	"values whose Glove embedding distance to ""ireland"" > 9.0"	0.9652904134955966	(('embed', 1, 'ireland', 0.8, 5.5), ('embed', 9.0), 1.555463552165781, 0.03470958650440334, (13, 622, 150343, 86701))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""australia"" < 1.1"	"values whose Sentence-BERT embedding distance to ""australia"" > 1.35"	0.9652605228623181	(('sbert', 1, 'australia', 0.8, 1.1), ('sbert', 1.35), 1.1441431443994716, 0.034739477137681864, (16, 726, 102888, 134049))
Embedding	"80 % column values have their Glove embedding distance to ""green"" < 5.0"	"values whose Glove embedding distance to ""green"" > 11.5"	0.9652381554662068	(('embed', 1, 'green', 0.8, 5.0), ('embed', 11.5), 1.6778975923230701, 0.034761844533793135, (1, 158, 149965, 87555))
Embedding	"80 % column values have their Glove embedding distance to ""green"" < 5.0"	"values whose Glove embedding distance to ""green"" > 9.0"	0.9652381554662068	(('embed', 1, 'green', 0.8, 5.0), ('embed', 9.0), 1.6791806846381734, 0.034761844533793135, (1, 158, 150112, 87408))
CTA	"80 % column values have their Doduo ""team""-classifier scores >= 4"	"values whose Doduo ""team""-classifier scores <= -1"""	0.9651595595935071	(('doduo', 'team', 0.8, 4), ('doduo', -1), 1.7748561050934675, 0.034840440406492895, (24, 994, 176341, 60320))
Embedding	"80 % column values have their Glove embedding distance to ""false"" < 6.0"	"values whose Glove embedding distance to ""false"" > 7.5"	0.9651169217397463	(('embed', 1, 'false', 0.8, 6.0), ('embed', 7.5), 1.8288605638526987, 0.034883078260253705, (20, 859, 181383, 55417))
Embedding	"80 % column values have their Glove embedding distance to ""australia"" < 5.5"	"values whose Glove embedding distance to ""australia"" > 7.0"	0.9651098828833549	(('embed', 1, 'australia', 0.8, 5.5), ('embed', 7.0), 1.8385319767807329, 0.03489011711664519, (11, 548, 180451, 56669))
Embedding	"80 % column values have their Glove embedding distance to ""transportation"" < 6.0"	"values whose Glove embedding distance to ""transportation"" > 11.0"	0.9645913959348912	(('embed', 1, 'transportation', 0.8, 6.0), ('embed', 11.0), 1.5241550027289517, 0.03540860406510877, (31, 1204, 149934, 86510))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""virginia"" < 1.1"	"values whose Sentence-BERT embedding distance to ""virginia"" > 1.375"	0.9644807758670038	(('sbert', 1, 'virginia', 0.8, 1.1), ('sbert', 1.375), 1.0186627062900953, 0.0355192241329962, (3, 241, 80258, 157177))
Embedding	"80 % column values have their Glove embedding distance to ""ma"" < 6.0"	"values whose Glove embedding distance to ""ma"" > 11.0"	0.9644503424459212	(('embed', 1, 'ma', 0.8, 6.0), ('embed', 11.0), 1.5377722857476976, 0.035549657554078774, (18, 776, 149950, 86935))
Embedding	"80 % column values have their Glove embedding distance to ""africa"" < 5.0"	"values whose Glove embedding distance to ""africa"" > 8.0"	0.9643634879270481	(('embed', 1, 'africa', 0.8, 5.0), ('embed', 8.0), 1.7608557432711984, 0.03563651207295189, (1, 154, 159583, 77941))
Embedding	"80 % column values have their Glove embedding distance to ""commercial"" < 5.5"	"values whose Glove embedding distance to ""commercial"" > 11.5"	0.964341282589969	(('embed', 1, 'commercial', 0.8, 5.5), ('embed', 11.5), 1.5203501824624708, 0.03565871741003106, (35, 1322, 149923, 86399))
Embedding	"80 % column values have their Glove embedding distance to ""commercial"" < 5.5"	"values whose Glove embedding distance to ""commercial"" > 10.5"	0.964341282589969	(('embed', 1, 'commercial', 0.8, 5.5), ('embed', 10.5), 1.5205259149908303, 0.03565871741003106, (35, 1322, 149943, 86379))
Pattern	"97 % of values match pattern ""^[a-zA-Z]+ [\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+ [\+\-\d\.,]+$"""	0.9642165262347343	(('pattern', 1, 'version 1', '^[a-zA-Z]+ [\\+\\-\\d\\.,]+$', 0.97), ('pattern', 0), 2.8603355421214145, 0.03578347376526569, (10, 499, 237170, 0))
Embedding	"80 % column values have their Glove embedding distance to ""training"" < 6.0"	"values whose Glove embedding distance to ""training"" > 11.5"	0.9640597122980175	(('embed', 1, 'training', 0.8, 6.0), ('embed', 11.5), 1.5396772227797713, 0.03594028770198259, (16, 701, 149943, 87019))
Embedding	"80 % column values have their Glove embedding distance to ""training"" < 6.0"	"values whose Glove embedding distance to ""training"" > 12.0"	0.9640597122980175	(('embed', 1, 'training', 0.8, 6.0), ('embed', 12.0), 1.5396772227797713, 0.03594028770198259, (16, 701, 149943, 87019))
